Date,Time,c02,temperature
27/09/2004,19.00.00,-200,158
27/09/2004,20.00.00,-200,145
27/09/2004,21.00.00,-200,128
27/09/2004,22.00.00,-200,105
27/09/2004,23.00.00,-200,90
28/09/2004,00.00.00,-200,85
28/09/2004,01.00.00,-200,73
28/09/2004,02.00.00,-200,74
28/09/2004,03.00.00,-200,-200
28/09/2004,04.00.00,-200,61
28/09/2004,05.00.00,-200,69
28/09/2004,06.00.00,-200,82
28/09/2004,07.00.00,-200,120
28/09/2004,08.00.00,-200,135
28/09/2004,09.00.00,-200,152
28/09/2004,10.00.00,-200,177
28/09/2004,11.00.00,-200,181
28/09/2004,12.00.00,-200,176
28/09/2004,13.00.00,-200,163
28/09/2004,14.00.00,-200,174
28/09/2004,15.00.00,-200,117
28/09/2004,16.00.00,-200,145
28/09/2004,17.00.00,-200,173
28/09/2004,18.00.00,-200,204
28/09/2004,19.00.00,-200,209
28/09/2004,20.00.00,-200,175
28/09/2004,21.00.00,-200,129
28/09/2004,22.00.00,-200,111
28/09/2004,23.00.00,-200,85
29/09/2004,00.00.00,-200,86
29/09/2004,01.00.00,-200,71
29/09/2004,02.00.00,-200,60
29/09/2004,03.00.00,-200,-200
29/09/2004,04.00.00,-200,48
29/09/2004,05.00.00,-200,45
29/09/2004,06.00.00,-200,53
29/09/2004,07.00.00,-200,94
29/09/2004,08.00.00,-200,122
29/09/2004,09.00.00,-200,170
29/09/2004,10.00.00,-200,174
29/09/2004,11.00.00,-200,191
29/09/2004,12.00.00,-200,179
29/09/2004,13.00.00,-200,148
29/09/2004,14.00.00,-200,129
29/09/2004,15.00.00,-200,148
29/09/2004,16.00.00,-200,184
29/09/2004,17.00.00,-200,188
29/09/2004,18.00.00,-200,204
29/09/2004,19.00.00,-200,201
29/09/2004,20.00.00,-200,165
29/09/2004,21.00.00,-200,133
29/09/2004,22.00.00,-200,125
29/09/2004,23.00.00,-200,101
30/09/2004,00.00.00,-200,79
30/09/2004,01.00.00,-200,-200
30/09/2004,02.00.00,-200,-200
30/09/2004,03.00.00,-200,-200
30/09/2004,04.00.00,-200,-200
30/09/2004,05.00.00,-200,-200
30/09/2004,06.00.00,-200,-200
30/09/2004,07.00.00,-200,-200
30/09/2004,08.00.00,-200,-200
30/09/2004,09.00.00,-200,-200
30/09/2004,10.00.00,-200,-200
30/09/2004,11.00.00,-200,-200
30/09/2004,12.00.00,-200,-200
30/09/2004,13.00.00,-200,101
30/09/2004,14.00.00,-200,113
30/09/2004,15.00.00,-200,121
30/09/2004,16.00.00,-200,146
30/09/2004,17.00.00,-200,188
30/09/2004,18.00.00,-200,182
30/09/2004,19.00.00,-200,166
30/09/2004,20.00.00,-200,142
30/09/2004,21.00.00,-200,84
30/09/2004,22.00.00,-200,87
30/09/2004,23.00.00,-200,91
1/10/2004,00.00.00,-200,91
1/10/2004,01.00.00,-200,74
1/10/2004,02.00.00,-200,69
1/10/2004,03.00.00,-200,-200
1/10/2004,04.00.00,-200,54
1/10/2004,05.00.00,-200,60
1/10/2004,06.00.00,-200,69
1/10/2004,07.00.00,-200,91
1/10/2004,08.00.00,-200,97
1/10/2004,09.00.00,-200,114
1/10/2004,10.00.00,-200,129
1/10/2004,11.00.00,-200,137
1/10/2004,12.00.00,-200,134
1/10/2004,13.00.00,-200,132
1/10/2004,14.00.00,-200,123
1/10/2004,15.00.00,-200,105
1/10/2004,16.00.00,-200,136
1/10/2004,17.00.00,-200,169
1/10/2004,18.00.00,-200,-200
1/10/2004,19.00.00,-200,-200
1/10/2004,20.00.00,-200,-200
1/10/2004,21.00.00,-200,-200
1/10/2004,22.00.00,-200,-200
1/10/2004,23.00.00,-200,-200
2/10/2004,00.00.00,-200,-200
2/10/2004,01.00.00,-200,-200
2/10/2004,02.00.00,-200,-200
2/10/2004,03.00.00,-200,-200
2/10/2004,04.00.00,-200,-200
2/10/2004,05.00.00,-200,-200
2/10/2004,06.00.00,-200,-200
2/10/2004,07.00.00,-200,-200
2/10/2004,08.00.00,-200,-200
2/10/2004,09.00.00,-200,-200
2/10/2004,10.00.00,-200,-200
2/10/2004,11.00.00,-200,-200
2/10/2004,12.00.00,-200,-200
2/10/2004,13.00.00,-200,-200
2/10/2004,14.00.00,-200,-200
2/10/2004,15.00.00,-200,-200
2/10/2004,16.00.00,-200,-200
2/10/2004,17.00.00,-200,-200
2/10/2004,18.00.00,-200,-200
2/10/2004,19.00.00,-200,-200
2/10/2004,20.00.00,-200,-200
2/10/2004,21.00.00,-200,-200
2/10/2004,22.00.00,-200,-200
2/10/2004,23.00.00,-200,-200
3/10/2004,00.00.00,-200,-200
3/10/2004,01.00.00,-200,-200
3/10/2004,02.00.00,-200,-200
3/10/2004,03.00.00,-200,-200
3/10/2004,04.00.00,-200,-200
3/10/2004,05.00.00,-200,-200
3/10/2004,06.00.00,-200,-200
3/10/2004,07.00.00,-200,-200
3/10/2004,08.00.00,-200,-200
3/10/2004,09.00.00,-200,-200
3/10/2004,10.00.00,-200,-200
3/10/2004,11.00.00,-200,-200
3/10/2004,12.00.00,-200,-200
3/10/2004,13.00.00,-200,-200
3/10/2004,14.00.00,-200,-200
3/10/2004,15.00.00,-200,-200
3/10/2004,16.00.00,-200,-200
3/10/2004,17.00.00,-200,-200
3/10/2004,18.00.00,-200,-200
3/10/2004,19.00.00,-200,-200
3/10/2004,20.00.00,-200,-200
3/10/2004,21.00.00,-200,-200
3/10/2004,22.00.00,-200,-200
3/10/2004,23.00.00,-200,-200
4/10/2004,00.00.00,-200,-200
4/10/2004,01.00.00,-200,-200
4/10/2004,02.00.00,-200,-200
4/10/2004,03.00.00,-200,-200
4/10/2004,04.00.00,-200,-200
4/10/2004,05.00.00,-200,-200
4/10/2004,06.00.00,-200,-200
4/10/2004,07.00.00,-200,-200
4/10/2004,08.00.00,-200,-200
4/10/2004,09.00.00,-200,-200
4/10/2004,10.00.00,-200,-200
4/10/2004,11.00.00,-200,-200
4/10/2004,12.00.00,-200,-200
4/10/2004,13.00.00,-200,-200
4/10/2004,14.00.00,-200,-200
4/10/2004,15.00.00,-200,-200
4/10/2004,16.00.00,-200,-200
4/10/2004,17.00.00,-200,-200
4/10/2004,18.00.00,-200,-200
4/10/2004,19.00.00,-200,-200
4/10/2004,20.00.00,-200,-200
4/10/2004,21.00.00,-200,-200
4/10/2004,22.00.00,-200,-200
4/10/2004,23.00.00,-200,-200
5/10/2004,00.00.00,-200,-200
5/10/2004,01.00.00,-200,-200
5/10/2004,02.00.00,-200,-200
5/10/2004,03.00.00,-200,-200
5/10/2004,04.00.00,-200,-200
5/10/2004,05.00.00,-200,-200
5/10/2004,06.00.00,-200,-200
5/10/2004,07.00.00,-200,-200
5/10/2004,08.00.00,-200,-200
5/10/2004,09.00.00,-200,-200
5/10/2004,10.00.00,-200,-200
5/10/2004,11.00.00,-200,-200
5/10/2004,12.00.00,-200,-200
5/10/2004,13.00.00,-200,-200
5/10/2004,14.00.00,-200,-200
5/10/2004,15.00.00,-200,-200
5/10/2004,16.00.00,-200,-200
5/10/2004,17.00.00,-200,-200
5/10/2004,18.00.00,-200,-200
5/10/2004,19.00.00,-200,-200
5/10/2004,20.00.00,-200,-200
5/10/2004,21.00.00,-200,-200
5/10/2004,22.00.00,-200,-200
5/10/2004,23.00.00,-200,-200
6/10/2004,00.00.00,-200,-200
6/10/2004,01.00.00,-200,-200
6/10/2004,02.00.00,-200,-200
6/10/2004,03.00.00,-200,-200
6/10/2004,04.00.00,-200,-200
6/10/2004,05.00.00,-200,-200
6/10/2004,06.00.00,-200,-200
6/10/2004,07.00.00,-200,-200
6/10/2004,08.00.00,-200,-200
6/10/2004,09.00.00,-200,-200
6/10/2004,10.00.00,-200,-200
6/10/2004,11.00.00,-200,-200
6/10/2004,12.00.00,-200,-200
6/10/2004,13.00.00,-200,-200
6/10/2004,14.00.00,-200,-200
6/10/2004,15.00.00,-200,-200
6/10/2004,16.00.00,-200,-200
6/10/2004,17.00.00,-200,-200
6/10/2004,18.00.00,-200,-200
6/10/2004,19.00.00,-200,-200
6/10/2004,20.00.00,-200,-200
6/10/2004,21.00.00,-200,-200
6/10/2004,22.00.00,-200,-200
6/10/2004,23.00.00,-200,-200
7/10/2004,00.00.00,-200,-200
7/10/2004,01.00.00,-200,-200
7/10/2004,02.00.00,-200,-200
7/10/2004,03.00.00,-200,-200
7/10/2004,04.00.00,-200,-200
7/10/2004,05.00.00,-200,-200
7/10/2004,06.00.00,-200,-200
7/10/2004,07.00.00,-200,-200
7/10/2004,08.00.00,-200,-200
7/10/2004,09.00.00,-200,-200
7/10/2004,10.00.00,-200,-200
7/10/2004,11.00.00,-200,-200
7/10/2004,12.00.00,-200,-200
7/10/2004,13.00.00,-200,-200
7/10/2004,14.00.00,-200,-200
7/10/2004,15.00.00,-200,-200
7/10/2004,16.00.00,-200,87
7/10/2004,17.00.00,-200,111
7/10/2004,18.00.00,-200,119
7/10/2004,19.00.00,-200,128
7/10/2004,20.00.00,-200,117
7/10/2004,21.00.00,-200,92
7/10/2004,22.00.00,-200,73
7/10/2004,23.00.00,-200,60
8/10/2004,00.00.00,-200,60
8/10/2004,01.00.00,-200,53
8/10/2004,02.00.00,-200,47
8/10/2004,03.00.00,-200,-200
8/10/2004,04.00.00,-200,43
8/10/2004,05.00.00,-200,47
8/10/2004,06.00.00,-200,50
8/10/2004,07.00.00,-200,81
8/10/2004,08.00.00,-200,75
8/10/2004,09.00.00,-200,87
8/10/2004,10.00.00,-200,128
8/10/2004,11.00.00,-200,105
8/10/2004,12.00.00,-200,101
8/10/2004,13.00.00,-200,100
8/10/2004,14.00.00,-200,98
8/10/2004,15.00.00,-200,98
8/10/2004,16.00.00,-200,98
8/10/2004,17.00.00,-200,90
8/10/2004,18.00.00,-200,84
8/10/2004,19.00.00,-200,101
8/10/2004,20.00.00,-200,98
8/10/2004,21.00.00,-200,76
8/10/2004,22.00.00,-200,71
8/10/2004,23.00.00,-200,71
9/10/2004,00.00.00,-200,66
9/10/2004,01.00.00,-200,62
9/10/2004,02.00.00,-200,58
9/10/2004,03.00.00,-200,-200
9/10/2004,04.00.00,-200,48
9/10/2004,05.00.00,-200,53
9/10/2004,06.00.00,-200,55
9/10/2004,07.00.00,-200,63
9/10/2004,08.00.00,-200,69
9/10/2004,09.00.00,-200,84
9/10/2004,10.00.00,-200,95
9/10/2004,11.00.00,-200,80
9/10/2004,12.00.00,-200,87
9/10/2004,13.00.00,-200,94
9/10/2004,14.00.00,-200,76
9/10/2004,15.00.00,-200,92
9/10/2004,16.00.00,-200,94
9/10/2004,17.00.00,-200,110
9/10/2004,18.00.00,-200,109
9/10/2004,19.00.00,-200,122
9/10/2004,20.00.00,-200,107
9/10/2004,21.00.00,-200,83
9/10/2004,22.00.00,-200,62
9/10/2004,23.00.00,-200,89
10/10/2004,00.00.00,-200,103
10/10/2004,01.00.00,-200,74
10/10/2004,02.00.00,-200,52
10/10/2004,03.00.00,-200,-200
10/10/2004,04.00.00,-200,38
10/10/2004,05.00.00,-200,39
10/10/2004,06.00.00,-200,59
10/10/2004,07.00.00,-200,56
10/10/2004,08.00.00,-200,51
10/10/2004,09.00.00,-200,51
10/10/2004,10.00.00,-200,58
10/10/2004,11.00.00,-200,68
10/10/2004,12.00.00,-200,81
10/10/2004,13.00.00,-200,73
10/10/2004,14.00.00,-200,69
10/10/2004,15.00.00,-200,81
10/10/2004,16.00.00,-200,82
10/10/2004,17.00.00,-200,71
10/10/2004,18.00.00,-200,81
10/10/2004,19.00.00,-200,87
10/10/2004,20.00.00,-200,72
10/10/2004,21.00.00,-200,63
10/10/2004,22.00.00,-200,63
10/10/2004,23.00.00,-200,63
11/10/2004,00.00.00,-200,55
11/10/2004,01.00.00,-200,52
11/10/2004,02.00.00,-200,32
11/10/2004,03.00.00,-200,-200
11/10/2004,04.00.00,-200,29
11/10/2004,05.00.00,-200,44
11/10/2004,06.00.00,-200,53
11/10/2004,07.00.00,-200,62
11/10/2004,08.00.00,-200,68
11/10/2004,09.00.00,-200,85
11/10/2004,10.00.00,-200,88
11/10/2004,11.00.00,-200,82
11/10/2004,12.00.00,-200,91
11/10/2004,13.00.00,-200,87
11/10/2004,14.00.00,-200,90
11/10/2004,15.00.00,-200,97
11/10/2004,16.00.00,-200,99
11/10/2004,17.00.00,-200,109
11/10/2004,18.00.00,-200,95
11/10/2004,19.00.00,-200,80
11/10/2004,20.00.00,-200,76
11/10/2004,21.00.00,-200,62
11/10/2004,22.00.00,-200,57
11/10/2004,23.00.00,-200,57
12/10/2004,00.00.00,-200,54
12/10/2004,01.00.00,-200,50
12/10/2004,02.00.00,-200,44
12/10/2004,03.00.00,-200,-200
12/10/2004,04.00.00,-200,34
12/10/2004,05.00.00,-200,44
12/10/2004,06.00.00,-200,74
12/10/2004,07.00.00,-200,101
12/10/2004,08.00.00,-200,103
12/10/2004,09.00.00,-200,-200
12/10/2004,10.00.00,-200,-200
12/10/2004,11.00.00,-200,-200
12/10/2004,12.00.00,-200,-200
12/10/2004,13.00.00,-200,-200
12/10/2004,14.00.00,-200,-200
12/10/2004,15.00.00,-200,-200
12/10/2004,16.00.00,-200,-200
12/10/2004,17.00.00,-200,-200
12/10/2004,18.00.00,-200,-200
12/10/2004,19.00.00,-200,-200
12/10/2004,20.00.00,-200,-200
12/10/2004,21.00.00,-200,-200
12/10/2004,22.00.00,-200,-200
12/10/2004,23.00.00,-200,-200
13/10/2004,00.00.00,-200,-200
13/10/2004,01.00.00,-200,-200
13/10/2004,02.00.00,-200,-200
13/10/2004,03.00.00,-200,-200
13/10/2004,04.00.00,-200,-200
13/10/2004,05.00.00,-200,-200
13/10/2004,06.00.00,-200,-200
13/10/2004,07.00.00,-200,-200
13/10/2004,08.00.00,-200,-200
13/10/2004,09.00.00,-200,78
13/10/2004,10.00.00,-200,72
13/10/2004,11.00.00,-200,-200
13/10/2004,12.00.00,-200,-200
13/10/2004,13.00.00,-200,-200
13/10/2004,14.00.00,-200,-200
13/10/2004,15.00.00,-200,-200
13/10/2004,16.00.00,-200,-200
13/10/2004,17.00.00,-200,-200
13/10/2004,18.00.00,-200,-200
13/10/2004,19.00.00,-200,-200
13/10/2004,20.00.00,-200,-200
13/10/2004,21.00.00,-200,-200
13/10/2004,22.00.00,-200,-200
13/10/2004,23.00.00,-200,-200
14/10/2004,00.00.00,-200,-200
14/10/2004,01.00.00,-200,-200
14/10/2004,02.00.00,-200,-200
14/10/2004,03.00.00,-200,-200
14/10/2004,04.00.00,-200,-200
14/10/2004,05.00.00,-200,-200
14/10/2004,06.00.00,-200,-200
14/10/2004,07.00.00,-200,-200
14/10/2004,08.00.00,-200,-200
14/10/2004,09.00.00,-200,-200
14/10/2004,10.00.00,-200,-200
14/10/2004,11.00.00,-200,-200
14/10/2004,12.00.00,-200,-200
14/10/2004,13.00.00,-200,-200
14/10/2004,14.00.00,-200,-200
14/10/2004,15.00.00,-200,-200
14/10/2004,16.00.00,-200,-200
14/10/2004,17.00.00,-200,-200
14/10/2004,18.00.00,-200,-200
14/10/2004,19.00.00,-200,-200
14/10/2004,20.00.00,-200,-200
14/10/2004,21.00.00,-200,-200
14/10/2004,22.00.00,-200,-200
14/10/2004,23.00.00,-200,-200
15/10/2004,00.00.00,-200,-200
15/10/2004,01.00.00,-200,-200
15/10/2004,02.00.00,-200,-200
15/10/2004,03.00.00,-200,-200
15/10/2004,04.00.00,-200,-200
15/10/2004,05.00.00,-200,-200
15/10/2004,06.00.00,-200,-200
15/10/2004,07.00.00,-200,-200
15/10/2004,08.00.00,-200,-200
15/10/2004,09.00.00,-200,-200
15/10/2004,10.00.00,-200,-200
15/10/2004,11.00.00,-200,-200
15/10/2004,12.00.00,-200,-200
15/10/2004,13.00.00,-200,-200
15/10/2004,14.00.00,-200,-200
15/10/2004,15.00.00,-200,-200
15/10/2004,16.00.00,-200,-200
15/10/2004,17.00.00,-200,-200
15/10/2004,18.00.00,-200,-200
15/10/2004,19.00.00,-200,-200
15/10/2004,20.00.00,-200,-200
15/10/2004,21.00.00,-200,-200
15/10/2004,22.00.00,-200,-200
15/10/2004,23.00.00,-200,-200
16/10/2004,00.00.00,-200,-200
16/10/2004,01.00.00,-200,-200
16/10/2004,02.00.00,-200,-200
16/10/2004,03.00.00,-200,-200
16/10/2004,04.00.00,-200,-200
16/10/2004,05.00.00,-200,-200
16/10/2004,06.00.00,-200,-200
16/10/2004,07.00.00,-200,-200
16/10/2004,08.00.00,-200,-200
16/10/2004,09.00.00,-200,-200
16/10/2004,10.00.00,-200,-200
16/10/2004,11.00.00,-200,-200
16/10/2004,12.00.00,-200,-200
16/10/2004,13.00.00,-200,-200
16/10/2004,14.00.00,-200,-200
16/10/2004,15.00.00,-200,-200
16/10/2004,16.00.00,-200,-200
16/10/2004,17.00.00,-200,-200
16/10/2004,18.00.00,-200,-200
16/10/2004,19.00.00,-200,-200
16/10/2004,20.00.00,-200,-200
16/10/2004,21.00.00,-200,-200
16/10/2004,22.00.00,-200,-200
16/10/2004,23.00.00,-200,-200
17/10/2004,00.00.00,-200,-200
17/10/2004,01.00.00,-200,-200
17/10/2004,02.00.00,-200,-200
17/10/2004,03.00.00,-200,-200
17/10/2004,04.00.00,-200,-200
17/10/2004,05.00.00,-200,-200
17/10/2004,06.00.00,-200,-200
17/10/2004,07.00.00,-200,-200
17/10/2004,08.00.00,-200,-200
17/10/2004,09.00.00,-200,-200
17/10/2004,10.00.00,-200,-200
17/10/2004,11.00.00,-200,-200
17/10/2004,12.00.00,-200,-200
17/10/2004,13.00.00,-200,-200
17/10/2004,14.00.00,-200,-200
17/10/2004,15.00.00,-200,-200
17/10/2004,16.00.00,-200,-200
17/10/2004,17.00.00,-200,-200
17/10/2004,18.00.00,-200,-200
17/10/2004,19.00.00,-200,-200
17/10/2004,20.00.00,-200,-200
17/10/2004,21.00.00,-200,-200
17/10/2004,22.00.00,-200,-200
17/10/2004,23.00.00,-200,-200
18/10/2004,00.00.00,-200,-200
18/10/2004,01.00.00,-200,-200
18/10/2004,02.00.00,-200,-200
18/10/2004,03.00.00,-200,-200
18/10/2004,04.00.00,-200,-200
18/10/2004,05.00.00,-200,-200
18/10/2004,06.00.00,-200,-200
18/10/2004,07.00.00,-200,-200
18/10/2004,08.00.00,-200,-200
18/10/2004,09.00.00,-200,-200
18/10/2004,10.00.00,-200,-200
18/10/2004,11.00.00,-200,-200
18/10/2004,12.00.00,-200,-200
18/10/2004,13.00.00,-200,-200
18/10/2004,14.00.00,-200,-200
18/10/2004,15.00.00,-200,-200
18/10/2004,16.00.00,-200,-200
18/10/2004,17.00.00,-200,-200
18/10/2004,18.00.00,-200,-200
18/10/2004,19.00.00,-200,-200
18/10/2004,20.00.00,-200,-200
18/10/2004,21.00.00,-200,-200
18/10/2004,22.00.00,-200,-200
18/10/2004,23.00.00,-200,-200
19/10/2004,00.00.00,-200,-200
19/10/2004,01.00.00,-200,-200
19/10/2004,02.00.00,-200,-200
19/10/2004,03.00.00,-200,-200
19/10/2004,04.00.00,-200,-200
19/10/2004,05.00.00,-200,-200
19/10/2004,06.00.00,-200,-200
19/10/2004,07.00.00,-200,-200
19/10/2004,08.00.00,-200,-200
19/10/2004,09.00.00,-200,-200
19/10/2004,10.00.00,-200,-200
19/10/2004,11.00.00,-200,-200
19/10/2004,12.00.00,-200,-200
19/10/2004,13.00.00,-200,-200
19/10/2004,14.00.00,-200,-200
19/10/2004,15.00.00,-200,-200
19/10/2004,16.00.00,-200,-200
19/10/2004,17.00.00,-200,-200
19/10/2004,18.00.00,-200,-200
19/10/2004,19.00.00,-200,-200
19/10/2004,20.00.00,-200,-200
19/10/2004,21.00.00,-200,-200
19/10/2004,22.00.00,-200,-200
19/10/2004,23.00.00,-200,-200
20/10/2004,00.00.00,-200,-200
20/10/2004,01.00.00,-200,-200
20/10/2004,02.00.00,-200,-200
20/10/2004,03.00.00,-200,-200
20/10/2004,04.00.00,-200,-200
20/10/2004,05.00.00,-200,-200
20/10/2004,06.00.00,-200,-200
20/10/2004,07.00.00,-200,-200
20/10/2004,08.00.00,-200,-200
20/10/2004,09.00.00,-200,-200
20/10/2004,10.00.00,-200,-200
20/10/2004,11.00.00,-200,-200
20/10/2004,12.00.00,-200,-200
20/10/2004,13.00.00,-200,-200
20/10/2004,14.00.00,-200,-200
20/10/2004,15.00.00,-200,-200
20/10/2004,16.00.00,-200,167
20/10/2004,17.00.00,-200,194
20/10/2004,18.00.00,-200,172
20/10/2004,19.00.00,-200,134
20/10/2004,20.00.00,-200,130
20/10/2004,21.00.00,-200,113
20/10/2004,22.00.00,-200,99
20/10/2004,23.00.00,-200,109
21/10/2004,00.00.00,-200,105
21/10/2004,01.00.00,-200,91
21/10/2004,02.00.00,-200,77
21/10/2004,03.00.00,-200,-200
21/10/2004,04.00.00,-200,59
21/10/2004,05.00.00,-200,60
21/10/2004,06.00.00,-200,72
21/10/2004,07.00.00,-200,83
21/10/2004,08.00.00,-200,104
21/10/2004,09.00.00,-200,119
21/10/2004,10.00.00,-200,105
21/10/2004,11.00.00,-200,91
21/10/2004,12.00.00,-200,103
21/10/2004,13.00.00,-200,-200
21/10/2004,14.00.00,-200,111
21/10/2004,15.00.00,-200,101
21/10/2004,16.00.00,-200,102
21/10/2004,17.00.00,-200,101
21/10/2004,18.00.00,-200,118
21/10/2004,19.00.00,-200,120
21/10/2004,20.00.00,-200,107
21/10/2004,21.00.00,-200,104
21/10/2004,22.00.00,-200,91
21/10/2004,23.00.00,-200,91
22/10/2004,00.00.00,-200,74
22/10/2004,01.00.00,-200,63
22/10/2004,02.00.00,-200,57
22/10/2004,03.00.00,-200,-200
22/10/2004,04.00.00,-200,48
22/10/2004,05.00.00,-200,49
22/10/2004,06.00.00,-200,55
22/10/2004,07.00.00,-200,78
22/10/2004,08.00.00,-200,91
22/10/2004,09.00.00,-200,88
22/10/2004,10.00.00,-200,83
22/10/2004,11.00.00,-200,81
22/10/2004,12.00.00,-200,83
22/10/2004,13.00.00,-200,111
22/10/2004,14.00.00,-200,112
22/10/2004,15.00.00,-200,112
22/10/2004,16.00.00,-200,137
22/10/2004,17.00.00,-200,152
22/10/2004,18.00.00,-200,163
22/10/2004,19.00.00,-200,135
22/10/2004,20.00.00,-200,119
22/10/2004,21.00.00,-200,91
22/10/2004,22.00.00,-200,74
22/10/2004,23.00.00,-200,73
23/10/2004,00.00.00,-200,71
23/10/2004,01.00.00,-200,57
23/10/2004,02.00.00,-200,51
23/10/2004,03.00.00,-200,-200
23/10/2004,04.00.00,-200,42
23/10/2004,05.00.00,-200,43
23/10/2004,06.00.00,-200,52
23/10/2004,07.00.00,-200,65
23/10/2004,08.00.00,-200,69
23/10/2004,09.00.00,-200,91
23/10/2004,10.00.00,-200,92
23/10/2004,11.00.00,-200,102
23/10/2004,12.00.00,-200,118
23/10/2004,13.00.00,-200,111
23/10/2004,14.00.00,-200,101
23/10/2004,15.00.00,-200,119
23/10/2004,16.00.00,-200,115
23/10/2004,17.00.00,-200,120
23/10/2004,18.00.00,-200,115
23/10/2004,19.00.00,-200,118
23/10/2004,20.00.00,-200,117
23/10/2004,21.00.00,-200,96
23/10/2004,22.00.00,-200,89
23/10/2004,23.00.00,-200,84
24/10/2004,00.00.00,-200,97
24/10/2004,01.00.00,-200,68
24/10/2004,02.00.00,-200,66
24/10/2004,03.00.00,-200,-200
24/10/2004,04.00.00,-200,51
24/10/2004,05.00.00,-200,48
24/10/2004,06.00.00,-200,47
24/10/2004,07.00.00,-200,48
24/10/2004,08.00.00,-200,45
24/10/2004,09.00.00,-200,59
24/10/2004,10.00.00,-200,84
24/10/2004,11.00.00,-200,72
24/10/2004,12.00.00,-200,68
24/10/2004,13.00.00,-200,52
24/10/2004,14.00.00,-200,70
24/10/2004,15.00.00,-200,90
24/10/2004,16.00.00,-200,87
24/10/2004,17.00.00,-200,99
24/10/2004,18.00.00,-200,128
24/10/2004,19.00.00,-200,127
24/10/2004,20.00.00,-200,99
24/10/2004,21.00.00,-200,72
24/10/2004,22.00.00,-200,62
24/10/2004,23.00.00,-200,62
25/10/2004,00.00.00,-200,63
25/10/2004,01.00.00,-200,56
25/10/2004,02.00.00,-200,44
25/10/2004,03.00.00,-200,-200
25/10/2004,04.00.00,-200,37
25/10/2004,05.00.00,-200,48
25/10/2004,06.00.00,-200,59
25/10/2004,07.00.00,-200,77
25/10/2004,08.00.00,-200,88
25/10/2004,09.00.00,-200,111
25/10/2004,10.00.00,-200,114
25/10/2004,11.00.00,-200,108
25/10/2004,12.00.00,-200,111
25/10/2004,13.00.00,-200,126
25/10/2004,14.00.00,-200,117
25/10/2004,15.00.00,-200,119
25/10/2004,16.00.00,-200,125
25/10/2004,17.00.00,-200,158
25/10/2004,18.00.00,-200,149
25/10/2004,19.00.00,-200,136
25/10/2004,20.00.00,-200,112
25/10/2004,21.00.00,-200,87
25/10/2004,22.00.00,-200,82
25/10/2004,23.00.00,-200,67
26/10/2004,00.00.00,-200,68
26/10/2004,01.00.00,-200,60
26/10/2004,02.00.00,-200,48
26/10/2004,03.00.00,-200,-200
26/10/2004,04.00.00,-200,42
26/10/2004,05.00.00,-200,46
26/10/2004,06.00.00,-200,54
26/10/2004,07.00.00,-200,82
26/10/2004,08.00.00,-200,93
26/10/2004,09.00.00,-200,95
26/10/2004,10.00.00,-200,120
26/10/2004,11.00.00,-200,132
26/10/2004,12.00.00,-200,146
26/10/2004,13.00.00,-200,157
26/10/2004,14.00.00,-200,158
26/10/2004,15.00.00,-200,175
26/10/2004,16.00.00,-200,166
26/10/2004,17.00.00,-200,187
26/10/2004,18.00.00,-200,180
26/10/2004,19.00.00,-200,134
26/10/2004,20.00.00,-200,127
26/10/2004,21.00.00,-200,95
26/10/2004,22.00.00,-200,79
26/10/2004,23.00.00,-200,78
27/10/2004,00.00.00,-200,80
27/10/2004,01.00.00,-200,67
27/10/2004,02.00.00,-200,61
27/10/2004,03.00.00,-200,-200
27/10/2004,04.00.00,-200,51
27/10/2004,05.00.00,-200,56
27/10/2004,06.00.00,-200,68
27/10/2004,07.00.00,-200,101
27/10/2004,08.00.00,-200,119
27/10/2004,09.00.00,-200,108
27/10/2004,10.00.00,-200,132
27/10/2004,11.00.00,-200,130
27/10/2004,12.00.00,-200,129
27/10/2004,13.00.00,-200,117
27/10/2004,14.00.00,-200,119
27/10/2004,15.00.00,-200,113
27/10/2004,16.00.00,-200,102
27/10/2004,17.00.00,-200,101
27/10/2004,18.00.00,-200,116
27/10/2004,19.00.00,-200,101
27/10/2004,20.00.00,-200,94
27/10/2004,21.00.00,-200,75
27/10/2004,22.00.00,-200,69
27/10/2004,23.00.00,-200,60
28/10/2004,00.00.00,-200,58
28/10/2004,01.00.00,-200,51
28/10/2004,02.00.00,-200,45
28/10/2004,03.00.00,-200,-200
28/10/2004,04.00.00,-200,41
28/10/2004,05.00.00,-200,48
28/10/2004,06.00.00,-200,61
28/10/2004,07.00.00,-200,88
28/10/2004,08.00.00,-200,102
28/10/2004,09.00.00,-200,97
28/10/2004,10.00.00,-200,116
28/10/2004,11.00.00,-200,112
28/10/2004,12.00.00,-200,101
28/10/2004,13.00.00,-200,99
28/10/2004,14.00.00,-200,113
28/10/2004,15.00.00,-200,122
28/10/2004,16.00.00,-200,139
28/10/2004,17.00.00,-200,149
28/10/2004,18.00.00,-200,136
28/10/2004,19.00.00,-200,103
28/10/2004,20.00.00,-200,112
28/10/2004,21.00.00,-200,88
28/10/2004,22.00.00,-200,63
28/10/2004,23.00.00,-200,69
29/10/2004,00.00.00,-200,65
29/10/2004,01.00.00,-200,50
29/10/2004,02.00.00,-200,43
29/10/2004,03.00.00,-200,-200
29/10/2004,04.00.00,-200,56
29/10/2004,05.00.00,-200,69
29/10/2004,06.00.00,-200,91
